"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"OTUD3" 1.18850715274886 0.833099333096154 1.05350572103134 0.790787668699686 0.429067906991281 NA
"PLA2G2E" 0 NA NA NA NA NA
"PLA2G2A" 0.431816307670272 -1.80548577643312 2.98755645152772 -0.60433528394413 0.545620752446697 NA
"PLA2G5" 0 NA NA NA NA NA
"PLA2G2D" 0.0765004647626115 -0.16313481809547 2.99997262561607 -0.0543787688935893 0.956633393791008 NA
"PLA2G2F" 0 NA NA NA NA NA
"PLA2G2C" 0 NA NA NA NA NA
"UBXN10" 0.203434960927356 0.561944564332732 2.99336230983211 0.187730219788947 0.851088139461508 NA
"VWA5B1" 0 NA NA NA NA NA
"CAMK2N1" 1.93455586868899 1.99740303800987 0.8415762896753 2.37340697749519 0.0176248319615285 0.0758362415124559
"MUL1" 0.303356190156021 0.335236127953529 2.93835540466649 0.11408971406969 0.909166675965692 NA
"FAM43B" 0.0220900658812028 -0.482533123619849 2.33799013169191 -0.206388006980448 0.83648783821807 NA
"CDA" 0 NA NA NA NA NA
"PINK1" 0.225649410742372 -1.59691613865195 2.99911609844083 -0.532462260958202 0.594405873166059 NA
"DDOST" 0.966301781460579 -0.73081352469592 1.50102824132594 -0.486875266284364 0.626346727741838 NA
"KIF17" 0 NA NA NA NA NA
"SH2D5" 0 NA NA NA NA NA
"HP1BP3" 4.74059334558747 -0.658560518245057 0.385005764036719 -1.71052119152753 0.0871695381534998 0.232904974534752
"EIF4G3" 4.24262909908039 0.449842810714789 0.455505628283868 0.987568062352129 0.323364234136101 0.536729352728469
"ECE1" 2.89409679692608 -0.336294438354172 0.502367357073222 -0.669419367359802 0.503228000547969 0.690629960283684
"NBPF3" 0.031945501566338 -0.487660206776487 2.7473003490281 -0.177505239625149 0.859111549960494 NA
"ALPL" 0.0220900658812028 -0.482533123619849 2.33799013169191 -0.206388006980448 0.83648783821807 NA
"ENSG00000289715" 0 NA NA NA NA NA
"RAP1GAP" 0.185683374515023 0.195249733813222 2.99293455148944 0.0652368872269711 0.947985391908386 NA
"USP48" 3.28130821091567 -0.0594069952134597 0.47341517610522 -0.125486038918736 0.900138777000754 0.948319803762457
"LDLRAD2" 0.0445548483432076 -0.947952473989526 3.00299551112192 -0.315668961368301 0.752253788173384 NA
"HSPG2" 12.784731235393 -1.47845125608081 0.262826635973383 -5.62519567548906 1.85297808390788e-08 6.35840985403608e-07
"CELA3B" 0 NA NA NA NA NA
"CELA3A" 0 NA NA NA NA NA
"ENSG00000289694" 0 NA NA NA NA NA
"CDC42" 1.30684330575745 -0.142784128860527 0.920858899320174 -0.155055382497729 0.87677765629599 NA
"WNT4" 0.0703168589632431 -0.719177568993845 3.00210165456622 -0.239558033586228 0.810672901816064 NA
"ZBTB40" 0.990587089079099 0.283034248899389 1.13681013012907 0.248972314195735 0.80338219726591 NA
"EPHA8" 0 NA NA NA NA NA
"C1QA" 0.537387684837937 -1.2898342065119 2.28559047384831 -0.564333033966564 0.572527503848952 NA
"ENSG00000289692" 0 NA NA NA NA NA
"C1QC" 0.897190218003389 -0.803472762064687 1.37940273347845 -0.582478737039011 0.560244259674582 NA
"C1QB" 1.31712615535105 0.452948211712665 0.964737655529348 0.469504024349639 0.638709408980822 NA
"EPHB2" 0.262674412194638 -1.03223430935583 2.99127986223882 -0.345081154854983 0.730033360519205 NA
"LACTBL1" 0 NA NA NA NA NA
"TEX46" 0 NA NA NA NA NA
"KDM1A" 2.84576652006698 0.0971565378025655 0.527995016658444 0.184010331039574 0.85400535031554 0.918671958542296
"LUZP1" 1.60413679545378 0.53913277302908 0.870234016229055 0.619526199820687 0.535569767586442 NA
"HTR1D" 0 NA NA NA NA NA
"HNRNPR" 4.92783668625574 0.614598399194419 0.399766834924228 1.53739216338671 0.124197304272184 0.291528402372983
"ZNF436" 1.65107285855772 -0.58265651038411 0.749313424745648 -0.777587176663612 0.436812423139204 NA
"TCEA3" 1.08148557380684 2.00762216037027 1.21141747187298 1.65725045823078 0.0974688489149589 NA
"ASAP3" 0.857412853079401 0.486000442932917 1.67696076097578 0.289810265238482 0.771961394216504 NA
"E2F2" 0.156371542921544 -0.669128503654111 2.99793953979842 -0.223196130132465 0.823382863687856 NA
"ID3" 1.07145066406086 -0.14756193137051 1.35752545164091 -0.108699200587469 0.913441075938007 NA
"RPL11" 3.17197956208994 0.39032021051825 0.496061664652048 0.786838085527195 0.431376655419315 0.634157492369984
"ELOA" 1.0337451358961 0.482012227750838 1.25820288452226 0.383095789781041 0.701648741216056 NA
"PITHD1" 1.03009691158903 0.393262136361404 1.30267184777684 0.301888873266549 0.762736778123226 NA
"LYPLA2" 0.103011236273322 -0.44837105491559 3.00112290302088 -0.149401097324027 0.881237145909733 NA
"GALE" 0.116983292829336 0.155973622896307 2.99844391134102 0.0520181892702302 0.958514200092639 NA
"HMGCL" 0.323090759897343 -0.736099586713857 2.99097958250442 -0.246106523434541 0.805599773390602 NA
"FUCA1" 1.14230703591507 -0.284424557935244 1.15270800804371 -0.246744670767013 0.805105832908039 NA
"CNR2" 0.0211986579408489 -0.490752374103998 2.29617758109025 -0.213725792876605 0.830760896249665 NA
"PNRC2" 0.754525381713513 1.35225149060463 1.40106553605589 0.965159341804469 0.334465008002912 NA
"SRSF10" 2.55389571628699 0.986147646956477 0.568131042509762 1.7357749764915 0.0826036303415796 0.226256118470137
"MYOM3" 0 NA NA NA NA NA
"IL22RA1" 0 NA NA NA NA NA
"IFNLR1" 0.218930617775169 0.550411062635086 2.99260330158841 0.183923830580198 0.854073209614477 NA
