"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ADAD1" 0 NA NA NA NA NA
"IL2" 0 NA NA NA NA NA
"IL21" 0 NA NA NA NA NA
"BBS12" 0.0990529034668613 -0.676518497911197 3.00165114504022 -0.225382119780655 0.821682020184046 NA
"FGF2" 2.24182326183141 -2.93763094433549 0.730070798586203 -4.02376173656619 5.72758640689341e-05 0.000790732663662583
"NUDT6" 0.0296274727000041 -0.473794443946747 2.65854042614027 -0.178216001264503 0.858553343690604 NA
"SPATA5" 0.69736233044792 0.905580402572735 1.65355559648589 0.547656458904231 0.583927814515776 NA
"SPRY1" 3.00754430436817 -0.804438178421026 0.504854699189022 -1.5934053495258 0.111069286410371 0.27112772559985
"ANKRD50" 6.90921988312145 1.51460063025162 0.40029146084642 3.78374454216182 0.0001544863895599 0.00182934493003248
"FAT4" 3.15189110486986 -0.769326104276352 0.48507253760989 -1.58600218447136 0.11273881402381 0.273673471042798
"INTU" 0.801214500962107 -0.733220811139018 1.37244977429238 -0.534242363453381 0.593173862955804 NA
"SLC25A31" 0 NA NA NA NA NA
"HSPA4L" 0.676208543447562 0.509959633064157 1.77853943012535 0.286729450259202 0.774319485927584 NA
"PLK4" 0.268581794793522 -1.04700246962993 2.99444705553395 -0.349648015213693 0.726602871702038 NA
"MFSD8" 1.24821230807807 1.49528352111256 1.04527214891545 1.43052077170911 0.152567608500331 NA
"ABHD18" 0.633941689944641 0.403452835442968 1.83960626722033 0.219314775466921 0.82640485290579 NA
"LARP1B" 1.05667880353433 0.178749730698434 1.30050969004632 0.13744590452999 0.890678348751417 NA
"PGRMC2" 4.63290344362732 -1.25194767973916 0.4098336965417 -3.0547699964729 0.00225233180053188 0.0155474941586478
"JADE1" 1.86562303737286 -2.02699455952627 0.835525452963894 -2.42601174187552 0.0152657763594634 0.0684141639001798
"SCLT1" 0.820547168497334 0.926614794235169 1.43135228788314 0.647370184181253 0.517392387995265 NA
"C4orf33" 0.261487551986301 -1.07154663845996 2.99343249026208 -0.35796586091245 0.720368861975374 NA
"PCDH10" 2.89237911178069 0.538275233715147 2.98517879578682 0.180315910884417 0.856904565317615 0.920414085092262
"PABPC4L" 0.218346122126771 0.379824447049971 2.993498819272 0.126883112364929 0.899032912981975 NA
"PCDH18" 3.34018187784878 -1.78023990619001 0.515267392284932 -3.4549826611298 0.000550328212536109 0.00510543338572511
"SLC7A11" 0.0962723869244146 -0.461590509755644 3.00160680687443 -0.153781137722131 0.87778230682834 NA
"NOCT" 0.266026803467237 0.319537250632616 2.98982188753251 0.106875012175501 0.914888137024207 NA
"ELF2" 1.90293400409133 0.439427355615434 0.709123394223515 0.619676856235443 0.535470555736205 0.71617342922845
"MGARP" 0 NA NA NA NA NA
"NDUFC1" 1.00444112884159 0.879118092489636 1.23317310311391 0.712891069607147 0.475913165699486 NA
"NAA15" 2.12059975623013 1.16355310650769 0.687371575398136 1.6927570882368 0.0905017138118094 0.239008178511066
"RAB33B" 0.443270215524121 -0.0837161267553938 2.97934781822966 -0.0280988094921855 0.977583343587433 NA
"SETD7" 9.61218121136561 -0.468724600500554 0.272237919357235 -1.72174619027074 0.085115506014734 0.230185160292538
"MGST2" 0.149150479769005 0.26484767498258 2.99718099521817 0.0883655926702889 0.929586107358515 NA
"MAML3" 0.988528912567427 -0.120746200802082 1.2629266926756 -0.0956082419528822 0.923831719059437 NA
"SCOC" 2.09779492484587 -0.487079859712914 0.669033591035666 -0.728034983951872 0.46659217125526 0.663335753425355
"CLGN" 0.344787529147045 0.762522258150097 2.9844358666102 0.255499629488165 0.798337229741141 NA
"MGAT4D" 0 NA NA NA NA NA
"ELMOD2" 1.24803977188907 1.93286510527782 1.07652216421851 1.79547172322361 0.072578574050039 NA
"UCP1" 0 NA NA NA NA NA
"TBC1D9" 13.879785688913 2.48385635434711 0.412404423546384 6.02286545083031 1.71355888798786e-09 7.56302581925553e-08
"RNF150" 2.51548034543224 -2.966468271614 0.750767824363579 -3.95124587834949 7.77453973746173e-05 0.00101557104283525
"ZNF330" 0.631340727996304 -0.749921366434054 2.01180029215566 -0.372761336877285 0.709326080877531 NA
"IL15" 0.238523029901046 -0.0568318225335098 2.99252647370514 -0.0189912513833653 0.984848084537266 NA
"INPP4B" 3.21855946136157 1.77981648145922 0.553994332152959 3.21269799736472 0.00131494477598427 0.0101334236307994
"USP38" 1.67292800533778 2.01110248168959 0.898327216088505 2.23871930591876 0.0251741855623359 0.0995012246174823
"GAB1" 2.02520001445152 0.931526672532501 0.708056111508996 1.31561137230671 0.188304514604541 0.38038063698882
"SMARCA5" 3.64516562453611 0.477798912302514 0.445053165970221 1.07357715625033 0.283012240568702 0.492187854792017
"FREM3" 0 NA NA NA NA NA
"GYPE" 0.122507942100713 -1.16396622143181 3.00190418802668 -0.387742628853505 0.698206505709329 NA
"GYPB" 0 NA NA NA NA NA
"GYPA" 0 NA NA NA NA NA
"ENSG00000285713" 0.0852731587723101 -1.15061155109069 3.00101331613193 -0.383407679301383 0.701417510329206 NA
"HHIP" 0.273385495324822 -1.2884670470831 2.99121911999281 -0.430749803139193 0.666650301960956 NA
"ANAPC10" 0.189714229041695 -0.447631115451061 2.99755121042942 -0.149332266249067 0.881291455930708 NA
"ABCE1" 1.71006660786862 -0.0824768515451671 0.908598536033834 -0.0907737006766384 0.927672407577617 0.962872975499931
"OTUD4" 2.08745266540942 0.401398092029188 0.680428175999384 0.589919856625031 0.555244381011481 0.731867367369431
"SMAD1" 0.737852117245292 0.581601699406847 1.87954703483351 0.309437161522464 0.756989005720542 NA
"MMAA" 0.390271091530455 -0.232038214755072 2.63791997380034 -0.0879625678791098 0.929906427284398 NA
"C4orf51" 0 NA NA NA NA NA
"ZNF827" 0.809986870654053 0.959515622213678 2.01312245145163 0.476630530607706 0.633625238992322 NA
"LSM6" 0.377755689900982 -0.819713145996743 2.99155996604234 -0.274008595950419 0.784078015774206 NA
"REELD1" 0.0431252758834166 -0.951029338493319 3.00313204060786 -0.316679162165917 0.751487061798873 NA
"SLC10A7" 0.799286604040572 -0.069759030200562 1.65581641512666 -0.0421296887524973 0.966395312973171 NA
"POU4F2" 0 NA NA NA NA NA
"TTC29" 0.031945501566338 -0.487660206776487 2.7473003490281 -0.177505239625149 0.859111549960494 NA
"EDNRA" 0.944055781025387 0.475850090251357 1.23007849074292 0.386845306077958 0.698870734029807 NA
"TMEM184C" 0.932347509639891 0.48703937516392 1.27745215901061 0.381258407000645 0.70301151342919 NA
"PRMT9" 0.731513443137582 -1.20016699216499 1.63819364044728 -0.73261607329724 0.463792624954466 NA
"ARHGAP10" 0.998088090297142 -2.16983063634529 1.41117466773767 -1.53760600013028 0.124144979507031 NA
"NR3C2" 0.792838394823892 -1.38666692155974 1.66976169264583 -0.83045797952311 0.40627989630467 NA
"IQCM" 0 NA NA NA NA NA
"DCLK2" 0.0872185319162866 -0.672191778066528 3.0007833040273 -0.224005437901628 0.822753071916917 NA
"LRBA" 10.3313155313403 1.7569774038532 0.345172606923503 5.09014147881841 3.57796458286445e-07 9.65056558322607e-06
"MAB21L2" 0.0962467442065214 -0.486909673118402 3.00234174640908 -0.162176632190778 0.871166760993147 NA
"RPS3A" 0.317205496803066 -0.76610845187502 2.98913821194416 -0.256297433425381 0.797721178916342 NA
"SH3D19" 6.01577815924862 -2.25751649392977 0.449108656215482 -5.02665994673372 4.9909622513269e-07 1.29809580697458e-05
"PRSS48" 0.117101967656227 -1.17281152093543 3.00233254891113 -0.390633449769172 0.696068196981279 NA
"FHIP1A" 0.716503835378322 1.36074516893965 2.01050973858759 0.676816004828501 0.498522702153371 NA
"GATB" 0.373068699527859 -0.212532205075188 2.89452612956624 -0.0734255610630944 0.941467477703589 NA
"FBXW7" 1.67235460968348 -0.537220348865841 0.869050562293507 -0.61816926675482 0.53646376660294 NA
"TMEM154" 0.617824490578496 0.348498430434252 2.00926262053458 0.173445933285481 0.862300922648438 NA
"TIGD4" 0.186958659468797 -0.0140186739514667 2.99823530495663 -0.00467564167772 0.996269391286367 NA
"ARFIP1" 1.67927915280777 1.24205630532431 0.832646686473015 1.49169668900684 0.135778677505935 0.308069842147578
"FHDC1" 0.4829471963965 0.787492324041249 2.79845923529343 0.281402106598375 0.77840200254348 NA
"TRIM2" 1.32915082920148 -0.864471545147437 0.925152188958551 -0.934410095403414 0.350092392161845 NA
"ENSG00000288637" 0 NA NA NA NA NA
"MND1" 0 NA NA NA NA NA
"TMEM131L" 1.59668447682345 -0.647858663033674 0.811846809026534 -0.798006047237539 0.424866980849841 NA
"TLR2" 0.777343524976031 1.47632396790495 1.78958195635984 0.82495465639803 0.409397334240038 NA
"RNF175" 0 NA NA NA NA NA
"SFRP2" 5.47933985518316 1.10779266952672 0.459191756740385 2.41248378975808 0.0158442419850481 0.0700628237376139
"DCHS2" 0.0920918892606983 -0.173207356792864 2.99944350517265 -0.0577464974733351 0.953950555837753 NA
"PLRG1" 1.04539596133929 1.39627478027942 1.16189103838062 1.20172609492321 0.229469667439727 NA
"FGB" 0.0399855591139266 -0.542342308107782 3.00088858893574 -0.180727238627717 0.856581677500736 NA
"FGA" 0 NA NA NA NA NA
"FGG" 0 NA NA NA NA NA
"LRAT" 0 NA NA NA NA NA
"RBM46" 0 NA NA NA NA NA
"NPY2R" 0.0936730493656019 -1.17437626759951 3.00235944884054 -0.391151122179271 0.69568553468107 NA
"MAP9" 1.13812461827572 -0.0279532345003831 1.12583512122846 -0.0248288883276991 0.980191448604152 NA
"GUCY1A1" 2.13204372658705 -0.115005119655795 0.692449259520722 -0.16608454420963 0.868090417162099 0.928321360203082
"GUCY1B1" 0.359162466174488 -0.980181573737197 2.98975521246361 -0.327846764728779 0.74302752652445 NA
"ASIC5" 0 NA NA NA NA NA
"TDO2" 0 NA NA NA NA NA
"CTSO" 0 NA NA NA NA NA
"PDGFC" 1.85098590136459 -0.41746013267299 0.731464700633913 -0.570718084291975 0.568190758110848 0.740886158628872
"GLRB" 0.0855169543220857 -0.496392973041881 3.00139895357459 -0.165387201341791 0.868639226804989 NA
"GRIA2" 0.0693041540989968 -0.714744233632386 3.00197057070576 -0.238091685710413 0.811809983185589 NA
"GASK1B" 7.96710319833575 0.0863516759738069 0.348407735162088 0.247846609759206 0.804253090379031 0.889779434969281
"TMEM144" 0.900533445723976 -0.254445063350792 1.19737292410551 -0.212502770213276 0.831714816817552 NA
"RXFP1" 0.0554017820885206 -0.945799313783287 3.00289804585212 -0.314962179648327 0.752790369721716 NA
"C4orf46" 0.781645759430885 1.3922933081697 1.65131359803793 0.843142883231878 0.399148537737343 NA
"ETFDH" 1.39699561384519 -0.67227422559237 0.888480596402672 -0.756656057897392 0.449255947239647 NA
"PPID" 0.68693500314183 0.624022665693314 1.56084366087173 0.399798315063021 0.689305071850605 NA
"FNIP2" 1.64362989888853 -1.60572509183228 0.824986159572104 -1.9463660974205 0.0516107790059223 NA
"C4orf45" 0 NA NA NA NA NA
"RAPGEF2" 1.47107333553779 -1.12354661022229 0.803101979606472 -1.39900864243025 0.161810391438005 NA
"FSTL5" 0 NA NA NA NA NA
"NAF1" 0.590623980078954 0.656431138884266 1.91254284655471 0.343224278643886 0.731429741106156 NA
"NPY1R" 9.82060360923806 -1.136857085971 1.01029665016575 -1.12527056858447 0.260474397394783 0.47069597990757
"NPY5R" 0.339597810628003 -0.780925556955623 2.98716710770271 -0.261426806334981 0.793763387138558 NA
"TKTL2" 0 NA NA NA NA NA
"TMA16" 0.463510624148554 0.367349442348047 2.98105836753731 0.123227859725377 0.901926664821395 NA
"MARCHF1" 1.35395049582388 1.16618378763502 1.10891497440963 1.05164400747306 0.292962909184404 NA
"SMIM31" 0 NA NA NA NA NA
"APELA" 0 NA NA NA NA NA
"TRIM61" 0.0257828115089915 -0.478749176669385 2.50001706588555 -0.191498363432093 0.848135162606165 NA
"TRIM60" 0 NA NA NA NA NA
"TRIM75" 0 NA NA NA NA NA
"TMEM192" 1.34116201902168 -0.543084520552659 0.98517718152479 -0.551255683482346 0.581458413269714 NA
"KLHL2" 0.508822853167847 -0.836700094277912 2.55241603404652 -0.327807098496962 0.743057519812968 NA
"GK3P" 0 NA NA NA NA NA
"MSMO1" 0.82180155387378 0.823829289931153 1.53938267494433 0.535168612288653 0.592533268513358 NA
"CPE" 2.13014965675913 -0.0471668560048672 0.730157901517414 -0.0645981587090204 0.948493950786997 0.972297719890489
"TLL1" 0.573114751977727 -0.734639271436477 2.70046536812859 -0.272041730327977 0.785589932724823 NA
"SPOCK3" 0 NA NA NA NA NA
"ANXA10" 0 NA NA NA NA NA
"DDX60" 2.73553209148576 0.879656193605064 0.56997173462675 1.54333301138365 0.12274999797979 0.289765594906912
"DDX60L" 2.25918957550491 1.26751733674614 0.644017974120799 1.96813969125091 0.0490519670731873 0.160188766910532
"PALLD" 5.08832527778485 0.305888852544483 0.428723899922277 0.713486821238417 0.475544565252348 0.671868233165356
"CBR4" 1.58818655965549 0.663138283409384 0.942998389678035 0.703223134491032 0.481916704089413 NA
"SH3RF1" 1.68072500508977 -0.158059641473025 0.819716080931385 -0.192822423702403 0.847098041459663 0.91745033094149
"NEK1" 1.58615558869397 -0.748308253886442 0.803430497645633 -0.931391397363281 0.351651139207533 NA
"CLCN3" 3.29677937330864 0.230659108663334 0.469972015839422 0.490793283194429 0.623572661164725 0.781948842863901
"HPF1" 0.256833272563646 -0.254978959574181 2.99218989425341 -0.0852148321414611 0.932090599128624 NA
"MFAP3L" 0.534804257396816 -1.43450584183948 2.5248649721538 -0.568151508163938 0.569932095152838 NA
"AADAT" 0 NA NA NA NA NA
"GALNTL6" 0 NA NA NA NA NA
"GALNT7" 2.84271970179059 2.25405992357589 0.640462040105661 3.51942782308227 0.000432478692811339 0.00425003643467868
"HMGB2" 1.53714554934646 1.09969703227049 0.985073627272945 1.11636024133025 0.2642679649305 NA
"SAP30" 0.248984710810462 -0.473124961841383 2.99068744630099 -0.158199400752012 0.874299675938771 NA
"SCRG1" 0.053365844880518 -0.257404469859946 3.00194433478377 -0.085745917030299 0.931668400003631 NA
"HAND2" 0.0954553115329253 -1.16404689769011 3.00185302009817 -0.387776113586015 0.69818172366006 NA
"FBXO8" 0.492958625668109 -0.901507872826765 2.15618794527601 -0.418102640264676 0.675872074659964 NA
"CEP44" 0.697571985731082 0.928857224973441 1.55187210564403 0.598539803373785 0.54947980845619 NA
"HPGD" 0.268904102781 0.37687412578295 2.99306147115958 0.12591593237039 0.899798470847901 NA
"GLRA3" 0.233605154834016 -1.27276379353869 2.99266414754485 -0.425294563903152 0.670621955888418 NA
"ADAM29" 0 NA NA NA NA NA
"GPM6A" 0.773078963358888 -0.60936318439653 2.99146038888677 -0.203700903632321 0.838587236006081 NA
"WDR17" 0.330974683794428 0.345145900200937 2.92596904072419 0.117959518845597 0.906099733161324 NA
"SPATA4" 0 NA NA NA NA NA
"ASB5" 0 NA NA NA NA NA
"SPCS3" 4.03913044701316 0.270195131559403 0.419778086580404 0.643661830374392 0.519794746381083 0.703887643516105
"VEGFC" 0.335683096854458 -0.722812022633282 2.91936807312139 -0.247591946109231 0.804450142817663 NA
"NEIL3" 0.0577212470671837 -0.24770254873748 3.00237550197684 -0.0825021882087655 0.934247378329652 NA
"AGA" 0.28724858574432 0.494607367218302 2.99111399416256 0.165358915836566 0.868661488867869 NA
"TENM3" 1.67161112144687 -1.65536461634525 0.912023148360836 -1.81504671161078 0.0695167313016931 NA
"DCTD" 1.53084574686889 0.192749438620032 0.877574723574639 0.219638776553298 0.82615248941187 NA
"WWC2" 1.58621794130963 0.416780262900679 0.951784283368191 0.437893617475769 0.661463402550549 NA
"CLDN22" 0 NA NA NA NA NA
"CLDN24" 0 NA NA NA NA NA
"CDKN2AIP" 0.758047103234052 -0.967220248436029 1.79619649731239 -0.538482426551471 0.590244034261712 NA
"ING2" 0.155562083537161 0.262251699036578 2.99701346608572 0.0875043445764343 0.93027063220748 NA
"RWDD4" 0.0679837666338325 -0.922597719922085 3.00205323003127 -0.307322238890639 0.758598110022649 NA
"TRAPPC11" 1.92494877109141 0.894362779663893 0.713400924437328 1.25366080842872 0.209965318744908 0.410213932598201
"STOX2" 0.0399855591139266 -0.542342308107782 3.00088858893574 -0.180727238627717 0.856581677500736 NA
"ENPP6" 0 NA NA NA NA NA
"IRF2" 1.2148849265083 0.199853679802342 0.969119778551781 0.206221856395291 0.836617615829011 NA
"CASP3" 0.809181928739228 1.33104395298689 1.42666864646459 0.932973438706553 0.350833682548431 NA
"PRIMPOL" 0.171803079338012 0.385225531392595 2.99763110463369 0.128509986034345 0.897745396038533 NA
"CENPU" 0.418743589303105 0.774416747322759 2.87702981907597 0.26917230478045 0.787797091579899 NA
"ACSL1" 19.6033439567081 -2.84742845780552 0.337907503777619 -8.42665056553301 3.55700036946933e-17 1.48022029660916e-14
"HELT" 0 NA NA NA NA NA
"SLC25A4" 0.372738147516487 0.936929803336365 2.89226814007146 0.323942925745888 0.745981244709093 NA
"CFAP97" 4.42571972415745 0.216982518754515 0.401492733045043 0.540439467257236 0.588893995957041 0.756697722550774
"SNX25" 0.400310225303262 -0.20323474699076 2.61423212206145 -0.0777416608401627 0.938033553810235 NA
"LRP2BP" 0.501963930101593 -0.510298724576966 2.53134257337044 -0.201592123462575 0.840235603378262 NA
"ANKRD37" 0.213109187988348 -0.525020901745972 2.9947996597689 -0.175310859286824 0.860835379433317 NA
"UFSP2" 0.802378629734289 0.320432549410583 1.53758334338879 0.208400117488498 0.834916564599366 NA
"C4orf47" 0.0296274727000041 -0.473794443946747 2.65854042614027 -0.178216001264503 0.858553343690604 NA
"CCDC110" 0.0567033962989669 -0.258666938332595 3.00181590493705 -0.0861701538416024 0.93133115621928 NA
"PDLIM3" 0.464343509772203 -1.01350325654805 2.58894595267888 -0.391473315809988 0.695447408972912 NA
"SORBS2" 2.69626394862356 -0.525542958988029 0.548895599865301 -0.957455223027834 0.338337536708539 0.551130488142366
"TLR3" 0.392339174041267 -0.848802498207278 2.90634117301784 -0.292051912585993 0.770246932737275 NA
"FAM149A" 0.19710739310483 -0.686101836761844 2.99767009220114 -0.228878367418361 0.818963454605441 NA
"CYP4V2" 0.735382912158218 0.0430503117968778 1.98982780392494 0.0216351946193339 0.982738958849865 NA
"ENSG00000290316" 0 NA NA NA NA NA
"KLKB1" 0 NA NA NA NA NA
"F11" 0 NA NA NA NA NA
"ENSG00000272297" 0 NA NA NA NA NA
"MTNR1A" 0 NA NA NA NA NA
"FAT1" 12.9502787835711 -1.08706553540892 0.309077321613528 -3.51713134349014 0.00043623786267385 0.00425003643467868
"ZFP42" 0 NA NA NA NA NA
"TRIML2" 0 NA NA NA NA NA
"TRIML1" 0 NA NA NA NA NA
"FRG1" 0 NA NA NA NA NA
"FRG2" 0 NA NA NA NA NA
"DUX4" 0 NA NA NA NA NA
"PLEKHG4B" 0.200378258141216 -0.608663342519589 2.99568316002695 -0.203180146232191 0.838994230193369 NA
"LRRC14B" 0 NA NA NA NA NA
"CCDC127" 1.07765538951156 0.75803722895091 1.10159683034745 0.688125826135341 0.491373548244651 NA
"ENSG00000286001" 0.0545241754668802 -0.940125676729243 3.00263083056406 -0.31310065398637 0.754204192253552 NA
"SDHA" 0.093945769081241 -0.480233803984092 3.00223079395798 -0.159958989478946 0.872913379816584 NA
"PDCD6" 0.0657535062840565 -0.722454887233348 3.00224212414255 -0.240638448652666 0.809835347944497 NA
"PDCD6-AHRR" 0 NA NA NA NA NA
"AHRR" 0 NA NA NA NA NA
"EXOC3" 1.23755319412256 -0.358757852074279 1.03805163829271 -0.345606941735896 0.729638128357802 NA
"SLC9A3" 0.0634268884408829 -0.715845730887193 3.00191210840025 -0.238463254431748 0.811521812087012 NA
"CEP72" 0 NA NA NA NA NA
"TPPP" 0.273643555631988 0.00582894709391451 2.99209138709382 0.00194811800169516 0.998445627707008 NA
"ZDHHC11B" 0.153200880058739 -0.653403173340289 2.9947258866107 -0.218184634614349 0.827285256500063 NA
"ZDHHC11" 0.249921510293983 -0.134750195044108 2.99461327100631 -0.0449975281779295 0.964109279188628 NA
"BRD9" 0.598624738043202 -0.439875972320617 2.39246560554296 -0.183858848922005 0.854124188201547 NA
"TRIP13" 0.118646717376957 -0.261167491530865 3.00013923112831 -0.0870517904039552 0.93063034552807 NA
"NKD2" 0 NA NA NA NA NA
"SLC12A7" 0.0211986579408489 -0.490752374103998 2.29617758109025 -0.213725792876605 0.830760896249665 NA
"SLC6A19" 0 NA NA NA NA NA
"SLC6A18" 0 NA NA NA NA NA
"TERT" 0 NA NA NA NA NA
"CLPTM1L" 0.48363628525059 1.58377946393268 2.78235192272359 0.569223271505622 0.569204629711066 NA
"SLC6A3" 0 NA NA NA NA NA
"LPCAT1" 0.267442243810416 0.738717443310157 2.99041692159519 0.247028244782704 0.80488636514637 NA
"MRPL36" 0.0270759235989628 -0.490034330666628 2.55292878600998 -0.191949862977773 0.847781478578266 NA
"NDUFS6" 0.354246412028491 0.172119715184384 2.98723263873631 0.0576184502513992 0.954052552912104 NA
"IRX4" 0.0211986579408489 -0.490752374103998 2.29617758109025 -0.213725792876605 0.830760896249665 NA
"IRX2" 0.777390500801134 1.9058595804942 1.89326784120578 1.00665079658269 0.314102614762716 NA
"IRX1" 0.116692730057942 -0.718756881096882 2.99793586817694 -0.239750585970327 0.810523616433438 NA
"ADAMTS16" 0.147841025698463 -0.427740191033147 2.99992299292659 -0.142583723662808 0.886618952763264 NA
"ICE1" 2.39130183267506 0.116386874416472 0.575560916944159 0.202214693510476 0.839748886649803 0.913088774087145
"MED10" 0.302283501264354 0.895407375987191 2.98946492628542 0.299520950426331 0.764542589207407 NA
"UBE2QL1" 0.031945501566338 -0.487660206776487 2.7473003490281 -0.177505239625149 0.859111549960494 NA
"NSUN2" 0.995619077833915 2.01262155122521 1.27896241026971 1.57363620311623 0.115571578548971 NA
"SRD5A1" 0.37233084347941 0.250933652001877 2.98593751483566 0.084038480629655 0.933025836848674 NA
"TENT4A" 1.19979661282781 0.527151252647391 1.24212002868722 0.424396387203039 0.67127675507315 NA
"ADCY2" 0.293115535288808 -0.131037466074759 2.98702611122789 -0.0438688719801292 0.965008927964658 NA
"C5orf49" 0.031945501566338 -0.487660206776487 2.7473003490281 -0.177505239625149 0.859111549960494 NA
"MTRR" 0.998236193230301 -0.437731098422581 1.30149608328082 -0.336329170748746 0.73662265479074 NA
"FASTKD3" 0.355607433896765 0.683837514212707 2.89452807581883 0.236251815943868 0.813237273960919 NA
"SEMA5A" 1.78569999812004 -0.566934214310301 0.749348077221624 -0.756569919298835 0.449307568553693 0.651809236651846
"TAS2R1" 0 NA NA NA NA NA
"ATPSCKMT" 0.76212717324222 -0.753345242561907 1.98427525075556 -0.379657631810433 0.704199574242843 NA
"CCT5" 1.02148728298125 0.917076207753296 1.22160949311314 0.750711428589367 0.452826343523571 NA
"CMBL" 1.48000709313996 -0.163471277562974 0.887674786252524 -0.184156720563278 0.853890510722237 NA
"MARCHF6" 6.47008315490183 -0.417823266832263 0.344225299066322 -1.21380754978082 0.224821222654318 0.428321923866597
"ROPN1L" 0 NA NA NA NA NA
"ANKRD33B" 0.496769219362254 0.0867986227201007 2.79009086187899 0.0311096043164867 0.975182130241079 NA
"DAP" 1.13351305626208 1.84877804875869 1.10786213229334 1.66877989134949 0.0951610092939539 NA
"CTNND2" 0.631153387661982 1.38747212677633 2.55915673039275 0.54215988817668 0.58770836525488 NA
"DNAH5" 1.40969334851704 2.16949428438065 1.15903953048152 1.87180352984107 0.0612337897554094 NA
"TRIO" 5.68422881655654 0.336087801425003 0.363751385324849 0.923949199876886 0.355512765447428 0.56559731608321
"OTULINL" 0.94040389021656 -0.272742801422224 1.35661207378803 -0.20104701018962 0.84066181562963 NA
"OTULIN" 1.10569300735169 0.835131458913868 1.22692048490412 0.680672846520394 0.496078521515269 NA
"ANKH" 2.34561203981541 0.0189782340069378 0.585617923161978 0.0324071946166999 0.974147325028625 0.985651669957757
"FBXL7" 0.704361752575569 0.70633356480982 1.7688037050277 0.399328406426398 0.689651238908784 NA
"MARCHF11" 0 NA NA NA NA NA
"ZNF622" 0.366843532596207 -0.534983761737469 2.90351524667645 -0.184253815215831 0.853814343656671 NA
"RETREG1" 1.34815970517409 -0.0372945696076263 1.11949987976152 -0.0333135985825841 0.973424509678547 NA
"MYO10" 1.8207602616619 0.945888138928352 0.815376039439744 1.1600636923036 0.246022875199311 0.45502516536863
"BASP1" 0.237492272889203 -0.66211867094588 2.9962190521135 -0.22098473423658 0.825104319468337 NA
"LINC02218" 0 NA NA NA NA NA
"H3Y2" 0 NA NA NA NA NA
"TAF11L2" 0 NA NA NA NA NA
"TAF11L3" 0 NA NA NA NA NA
"TAF11L4" 0 NA NA NA NA NA
"TAF11L5" 0 NA NA NA NA NA
"TAF11L6" 0 NA NA NA NA NA
"TAF11L7" 0 NA NA NA NA NA
"TAF11L8" 0 NA NA NA NA NA
"TAF11L9" 0 NA NA NA NA NA
"TAF11L10" 0 NA NA NA NA NA
"TAF11L11" 0 NA NA NA NA NA
"TAF11L12" 0 NA NA NA NA NA
"TAF11L13" 0 NA NA NA NA NA
"TAF11L14" 0 NA NA NA NA NA
"H3Y1" 0 NA NA NA NA NA
"CDH18" 0.0399855591139266 -0.542342308107782 3.00088858893574 -0.180727238627717 0.856581677500736 NA
"CDH12" 0 NA NA NA NA NA
"PRDM9" 0 NA NA NA NA NA
"CDH10" 0 NA NA NA NA NA
"CDH9" 0 NA NA NA NA NA
"CDH6" 0.244735491556655 -0.504739081181989 2.99159712859249 -0.168718934898651 0.866017724400787 NA
"DROSHA" 1.98927980635132 0.823800723578169 0.759596509962192 1.08452410295984 0.278132486048312 0.487778405694602
"C5orf22" 0.310124575764625 -0.639293855944004 2.92807893172399 -0.21833217985268 0.827170303297693 NA
"PDZD2" 4.29013958320373 -2.58656674264115 0.499944317684464 -5.17370965354914 2.29491349075324e-07 6.52650390838582e-06
"GOLPH3" 3.94944270800178 0.449507295068695 0.418380212951578 1.07439903024458 0.282643876954984 0.492007301736505
"MTMR12" 3.0370369730856 0.0467449426112661 0.477525263511623 0.0978899886207346 0.922019649728735 0.959915382294426
"ZFR" 3.94220085884142 0.197275921991841 0.409446339521209 0.481811419348693 0.629939916533706 0.786547353991722
"SUB1" 2.55201586276385 0.281354563006009 0.571801641406083 0.492049239862528 0.622684534817419 0.781749567819557
"NPR3" 2.2477990329708 -3.15699514487125 0.797496997813854 -3.95862950396729 7.53810644774696e-05 0.000990807346404864
"TARS1" 1.43654295645248 0.422571450549238 0.986564915200259 0.428326047316878 0.668413757683922 NA
"ADAMTS12" 1.47877401343904 0.526057534862258 1.03725199582166 0.507164639818835 0.612039303317739 NA
"RXFP3" 0 NA NA NA NA NA
"SLC45A2" 0 NA NA NA NA NA
"AMACR" 0 NA NA NA NA NA
"C1QTNF3-AMACR" 0 NA NA NA NA NA
"ENSG00000289791" 0 NA NA NA NA NA
"C1QTNF3" 0.453770466011269 0.913189877695618 2.82675140386395 0.323052772326338 0.746655276325222 NA
"RAI14" 1.57170047353471 0.945799179888343 0.925759840703048 1.02164636907351 0.306948302915243 NA
"TTC23L" 0.0257828115089915 -0.478749176669385 2.50001706588555 -0.191498363432093 0.848135162606165 NA
"RAD1" 0.49623316479403 0.16201820753113 2.79682606698203 0.057929311173061 0.953804935379716 NA
"BRIX1" 0.616708479373941 -0.00711601571823956 2.21518286019662 -0.0032123829802511 0.997436893624961 NA
"DNAJC21" 2.03732753242355 0.557489159838331 0.674712553378887 0.826261727377809 0.408655639170659 0.615179230921757
"AGXT2" 0 NA NA NA NA NA
"PRLR" 10.068454836594 3.51786905864809 0.513431633606772 6.85167961688619 7.29878784878868e-12 6.8585061301682e-10
